item name中文,model name中文,price,image url,product link,二级类目,三级类目,四级类目,邀请码,model id,final_1688_link,price judge,销售优先级,itemid,最大价格,销售优先级,该款式有sku数,是否有高价品加投资源,是否为重抛货,是否重点招募
10个装 50W 大功率 LED 灯泡 6500K 冷白光 Taschibra 双电压 110/220V,10个装 50W 大功率 LED 灯泡 6500K 冷白光 Taschibra 双电压 110/220V,83,https://cf.shopee.com.br/file/br-11134207-820lv-mp34yeo9j4009f,http://shopee.com.br/product/1341700123/23494639315,灯光,灯泡/灯管,灯泡/灯管,IVCN2026091815643,228793840184,相似款：https://detail.1688.com/offer/739040777267.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,23494639315,83,高销售优先级,1,否,是,是
800W集成式太阳能路灯，带智能光传感器和IP65防水等级,800W集成式太阳能路灯，带智能光传感器和IP65防水等级,135.88,https://cf.shopee.vn/file/vn-11134207-81ztc-mp3hkun1m51d11,http://shopee.vn/product/443985848/52151226701,灯光,太阳能灯,太阳能路灯,IVCN2026091816683,307146415031,相似款：https://detail.1688.com/offer/919745930855.html?lang=zh&kjSource=pc&fromkv=refer%3AHVDFOR2TGRCFGTSGKJLUWVCDKFGDINCUINHUUWCHKEZFIU2NLJIUQQJSKRFVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVIT2NLJKEQQJUIRBU2SSVI5GVSRCDLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,P1,高销售优先级,52151226701,135.88,高销售优先级,1,否,是,是
带提手的纸袋，可装 1 个杯子 + 1 个隔间可撕开的杯架托盘，适用于咖啡杯、塑料杯、纸杯（单独出售）。,20号纸袋[25个],3,https://cf.shopee.co.th/file/th-11134207-7rask-m1njna09gtbdc9,http://shopee.co.th/product/1019860514/25812688197,派对用品,一次性餐具,,IVCN2026091815985,158518510762,https://detail.1688.com/offer/825331999552.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210790e117573847317986945e0dce&token=RPBeR9lQHBkwUPAa00ExuARpkBJZBUOe4m7Nyz%2BnCH4eYqnLkGFkddxxesSyMbwM,P0,高销售优先级,25812688197,3,高销售优先级,1,否,是,是
Lamptan NAVIA LED高棚灯，功率分别为100瓦、150瓦、200瓦，型号包括UFO和气流型，适用于仓库和存储设施。价格含增值税。,NAVIA-100w-6500K,93,https://cf.shopee.co.th/file/th-11134207-81ztl-mkdc6zawoz5w5f,http://shopee.co.th/product/16039209/12270337728,灯光,工业照明,工矿灯/高棚灯,IVCN2026091814545,220219702609,相似款：https://detail.1688.com/offer/995724268627.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=498b3ddea93b4fbcbf244f8d7e6bc6c2&sessionid=20794156bee93ee0acebef54a97c21c8,P1,高销售优先级,12270337728,93,高销售优先级,2,否,是,是
兰迪LED太阳能路灯：一体化路灯，两年质保。防水、明亮、经济实惠。,800瓦 2550流明 30安时,174.08,https://cf.shopee.co.th/file/th-11134207-7rasg-m3i58bt8doez78,http://shopee.co.th/product/300620623/20881665012,灯光,太阳能灯,太阳能路灯,IVCN2026091815003,235390688571,相似款：https://detail.1688.com/offer/765701150783.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=a81e34fe89dcf059913250c6db644060&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B146C8E8FAB9ED72FB1E354168A5D942064ECB0444020610CC1CDE1D79A9EB012F348394BC3CC3C62B9992F8828C4BE89257F01B1BAF3D596B34E32F2F976F24F0D65151082F1FD96189E0E4FFCF2B539A4A91D8B49ACE362AB63F3B0752F80EE067890CD98BCB680DF90C03D4DFCF08AE9056D8071ED5D7792CC3A5AA2ECAAEC09F381D8C6E98441E%26cbu_cps_trace_flag%3Dwrite,P1,高销售优先级,20881665012,174.08,高销售优先级,1,否,是,是
🔥新品🔥飞利浦 LS161 LED 灯条 5 米 8.5W 13W 3000K/4000K LED 驱动变压器 30W 60W 120W 180W 电源,LS161 - 13W WW🟠,42.19,https://cf.shopee.com.my/file/my-11134207-820la-mjqi2mtc70udaa,http://shopee.com.my/product/155109231/26412478936,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091816059,158809059192,相似款：https://detail.1688.com/offer/800838073191.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=1a23efa489cc4fb080e1e11317af890b&sessionid=ed5323e54575059fc304fbf275804371,P1,高销售优先级,26412478936,42.19,高销售优先级,2,否,是,是
一次性纤细型PP杯，带盖（500个）。采用硬质塑料制成。每盒500套。,透明玻璃瓶，带白色条纹，700毫升（22盎司）[500个],172.19,https://cf.shopee.co.th/file/th-11134207-81ztl-mrb678vxzb4296,http://shopee.co.th/product/376880151/8023044251,派对用品,一次性餐具,,IVCN2026091814395,183491503192,https://detail.1688.com/offer/714515444075.html?kj_agent_plugin=aliprice&fromkv=xytTrace:7,P0,高销售优先级,8023044251,172.19,高销售优先级,11,否,是,是
9W LED 针形吸顶灯 LED 三色圆形铝制嵌入式 LED 筒灯面板灯射灯,白色+金色（9W），20个,122,https://cf.shopee.ph/file/ph-11134207-7ra0o-mdczwfv43u4g6f,http://shopee.ph/product/1433533062/44362569763,灯光,室内固定照明-天花灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN2026091816601,238000270013,"相似款：
https://detail.1688.com/offer/743813287833.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=d62b90c06e494772b3c78c4487ea4fad&sessionid=705793f21ef4ee650ac8f447d76b7d62",P1,高销售优先级,44362569763,122,高销售优先级,1,否,是,是
方形LED吸顶灯，双电压，三色，双中心灯，吊灯,A款/白色（110V-220V）,75,https://cf.shopee.com.br/file/br-11134207-81z1k-mfxrrjsltekncd,http://shopee.com.br/product/1267134569/19098335546,灯光,室内固定照明-天花灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN2026091814827,189613209016,相似款：https://detail.1688.com/offer/807023183342.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=62ab96284e344293aeb567481066c89a&sessionid=f45f2579e6b355e4a0a119739d3760a8,P1,高销售优先级,19098335546,75,高销售优先级,2,否,是,是
婚礼房装饰气球套装，婚礼房装饰气球，蜜月气球,C006,8.98,https://cf.shopee.vn/file/vn-11134207-7ra0g-m83pz1vxopdabe,http://shopee.vn/product/495370150/17824285576,派对用品,气球,,IVCN2026091814701,119454103561,无同款,P2,高销售优先级,17824285576,8.98,高销售优先级,2,否,是,是
婴儿立方体套装 20厘米 MDF 金色 性别揭晓派对 男孩或女孩,金的,11.16,https://cf.shopee.com.br/file/br-11134207-820m3-moem4n10jksje7,http://shopee.com.br/product/1573482787/22998707922,派对用品,其他的,,IVCN2026091815479,189609439800,https://detail.1688.com/offer/709258730795.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17606099583433787e0d06&token=ZM4Bj8jWbt4kmTf%2BFdBJuHxx3fwBQeE5HkuW2LZt50xqDDdjKc7PG4kSp6yazrK6,P0,高销售优先级,22998707922,11.16,高销售优先级,1,否,是,是
3盏轨道灯+1米轨道组合，LED射灯，适用于商店和咖啡馆装饰,30瓦黑色外壳，中性光,11.9,https://cf.shopee.vn/file/vn-11134207-7ra0g-m6hmv0mtfdrb38,http://shopee.vn/product/120077135/7858214163,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN2026091814389,246983718722,相似款：https://detail.1688.com/offer/627021484780.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,7858214163,11.9,高销售优先级,1,否,是,是
Flowwave 六臂旋转迪斯科灯激光频闪灯光束灯章鱼灯，适用于派对DJ,六臂旋转灯,280,https://cf.shopee.ph/file/ph-11134207-81ztd-me83u109xedi31,http://shopee.ph/product/1525620540/43517399152,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091816557,301434790450,https://detail.1688.com/offer/923793931669.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,43517399152,280,高销售优先级,2,否,是,是
💡✨ 两件套殖民地风格黑色八面壁灯 – 铝制和玻璃材质,💡✨ 两件套殖民地风格黑色八面壁灯 – 铝制和玻璃材质,57.2,https://cf.shopee.com.br/file/br-11134207-7r98o-md24yh8dsb3mfb,http://shopee.com.br/product/337498884/41210786912,灯光,室内固定照明-其他,筒灯/射灯/镶嵌灯/轨道灯/壁灯/镜前灯/橱窗灯,IVCN2026091816445,198621949250,相似款：https://detail.1688.com/offer/787277531089.html?kj_agent_plugin=aliprice&fromkv=xytTrace:210702e017737324981506377e1139&token=7QzpxUnjIqWslbL7e9aciPJWMKIBNFwnC4THGbepHoOPNF8hathtShV%2BLzNkauy%2B,P1,高销售优先级,41210786912,57.2,高销售优先级,1,否,是,是
MeeDa 6000W 太阳能壁灯，照射距离可达 100 米，磁吸式安装简便，IP68 防水防尘，经久耐用，是花园和家居装饰的理想之选。,白光【6000W 2个】,29,https://cf.shopee.co.th/file/th-11134207-81ztj-mplxny3b7f9n83,http://shopee.co.th/product/1639167292/29094491520,灯光,太阳能灯,太阳能投光灯,IVCN2026091816279,400982196804,https://detail.1688.com/offer/1064490021827.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,29094491520,29,高销售优先级,1,否,是,是
1000瓦太阳能LED泛光灯，带电池，防水，黑色，适用于户外照明,1000瓦,56,https://cf.shopee.com.br/file/br-11134207-820m1-mn2lqjwjnpj52c,http://shopee.com.br/product/1545195730/58258875756,灯光,太阳能灯,太阳能庭院灯,IVCN2026091816867,229441368530,相似款：https://detail.1688.com/offer/1028220906212.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,58258875756,56,高销售优先级,1,否,是,是
本地配送 美发沙龙灯 理发店LED灯 经典三色旋转大号90厘米,95x15厘米,73.03,https://cf.shopee.com.my/file/my-11134207-7r98u-lr49xjvqoe1wf2,http://shopee.com.my/product/539628988/25505680322,灯光,应急及标识照明,指示牌/灯箱招牌/标识,IVCN2026091815961,176287162134,https://detail.1688.com/offer/642025662057.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,25505680322,73.03,高销售优先级,1,否,是,是
30 个 1.5 升爆米花桶 - 爆米花桶、爆米花机、派对礼品,婴儿粉，糖果色,11.4,https://cf.shopee.com.br/file/br-11134207-820lh-mm274fe1ojye5b,http://shopee.com.br/product/323293944/18497479096,派对用品,其他的,,IVCN2026091814757,149782530087,相似款：https://detail.1688.com/offer/757593302636.html?spm=a26352.13672862.offerlist.31.639d592fvMwOwc&cosite=-&tracelog=p4p&_p_isad=1&clickid=0d3ee28837a044188eb066406f9b1e96&sessionid=59255a02e7abe2a4070320a546bbc3dd,P1,高销售优先级,18497479096,11.4,高销售优先级,4,否,是,是
背包套装，是生日派对的完美礼物！！！,套件 10 和背包,103.33,https://cf.shopee.com.br/file/br-11134207-7qukw-lht7gewlradq07,http://shopee.com.br/product/850568123/23795956079,派对用品,其他的,,IVCN2026091815723,199573628550,相似款：https://detail.1688.com/offer/796942218508.html?spm=a26352.b28411319/2508.0.0.44791e62reOHZX,P1,高销售优先级,23795956079,103.33,高销售优先级,4,否,是,是
EVE OSCAR LED 太阳能泛光灯，IP67 防水防尘，有 200W、500W 和 800W 三种尺寸可选。,800瓦白色灯泡，4个,562,https://cf.shopee.co.th/file/th-11134207-81ztc-mf24dqo41s0f88,http://shopee.co.th/product/43533927/41221263167,灯光,太阳能灯,太阳能庭院灯,IVCN2026091816449,271736323409,相似款：https://detail.1688.com/offer/956602329616.html?spm=a26352.b28411319/2508.0.0,P1,高销售优先级,41221263167,562,高销售优先级,2,否,是,是
MINIIS 气球光泽喷雾，保持乳胶气球光亮如新，修复暗淡或浑浊的气球，减少氧化,蓝色 450毫升,4.2,https://cf.shopee.com.my/file/sg-11134202-7rdxu-m01e2r1x3e9s0e,http://shopee.com.my/product/54834525/6601359745,派对用品,气球,,IVCN2026091814343,81547202160,,P2,高销售优先级,6601359745,4.2,高销售优先级,1,否,是,是
儿童派对装饰套装：水彩农场主题背景幕布 + 桌面摆件,儿童派对装饰套装：水彩农场主题背景幕布 + 桌面摆件,8.67,https://cf.shopee.com.br/file/1572e85f91290fa5e44a79a9ce959641,http://shopee.com.br/product/387056928/18727932183,派对用品,背景幕布和横幅,,IVCN2026091814775,126381138187,相似款：https://detail.1688.com/offer/883171561446.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,18727932183,8.67,高销售优先级,1,否,是,是
三环LED吊灯，三色灯光，三合一设计，双电压110V-220V。适用于餐厅、客厅和厨房。,金色款（110V-220V）,37,https://cf.shopee.com.br/file/br-11134207-820ly-mqlnyrd1rwu9d1,http://shopee.com.br/product/1736496870/22495040489,灯光,室内固定照明-天花灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN2026091815299,129840974054,相似款：https://detail.1688.com/offer/912865518552.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,22495040489,37,高销售优先级,2,否,是,是
现代LED吸顶灯，40厘米（36瓦）和50厘米（48瓦）| 三种色温（3000K-6000K）| 圆形或方形,40厘米圆形金,21.36,https://cf.shopee.com.br/file/br-11134207-820l6-mmc6b6qkj6kke5,http://shopee.com.br/product/1378932124/23898144226,灯光,室内固定照明-天花灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN2026091815755,149544824496,https://detail.1688.com/offer/761492171963.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0b52090217719153502567511e108d&token=lcSZcUOLzgRVvPkfzNtYiWvKlRzFFL%2FDVgMcpd4j5vugESJ6ha%2F7CC4zBEFUvONu&tracelog=cps&clickid=6c1cf578ff6059fb8304e916c3afe94f&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1FBA6256A2B917AF6BF8BA5FB9D41AC9E728134455DAE4164E6BC353D74F329A2348394BC3CC3C62B9992F8828C4BE892127AD6C9E6AAFB0608E8A2A4ADDDDA5CD4333130C86B8B84A1067E0BCDB80013B21D2A962773D076F8705232FBCB48837F112A826A8FFB27DF0E78BB022F16A81A1399FCDD8A9A9E7B0D680D3B34619C418CEC349C827914%26cbu_cps_trace_flag%3Dwrite,P0,高销售优先级,23898144226,21.36,高销售优先级,4,否,是,是
45W LED面板吸顶灯，方形，60x60cm，大型铝制，110/220V，Blumenau,冷白光 6500K,29.44,https://cf.shopee.com.br/file/br-11134207-7r98o-ma2u2l55i29u35,http://shopee.com.br/product/420327174/22198556649,灯光,室内固定照明-天花灯,吊灯/吸顶灯/面板灯/风扇灯,IVCN2026091815211,119868812212,相似款：https://detail.1688.com/offer/996127236820.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,22198556649,29.44,高销售优先级,2,否,是,是
Sipanic 可充电台灯，带触摸传感器和 3 种照明模式，保护您的眼睛。,DH06 - 可充电 + 充电器,18.94,https://cf.shopee.vn/file/vn-11134207-81ztc-mq4km9b6qwapcf,http://shopee.vn/product/440259112/21057531346,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN2026091815027,296504025275,相似款：https://detail.1688.com/offer/821983073373.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b5681be17737143817377345e0f44&token=Wa3EXdd%2FYhJb7ALeVeCXEtawRcgy9Dzyin2yB7PPFVS%2BwMlzDgHF7xY9sLzL6Bx4,P1,高销售优先级,21057531346,18.94,高销售优先级,1,否,是,是
派对套装（130件）结婚周年纪念聚会 100条手链 10副太阳镜 10顶皇冠 10条领带,派对套装（130件）结婚周年纪念聚会 100条手链 10副太阳镜 10顶皇冠 10条领带,16.5,https://cf.shopee.com.br/file/br-11134207-820lg-mog4vx2pjy0z17,http://shopee.com.br/product/701330413/23293806060,派对用品,其他的,,IVCN2026091815549,179715466024,,P2,高销售优先级,23293806060,16.5,高销售优先级,1,否,是,是
蜘蛛侠主题生日派对个性化金色套装 - 1 件装饰品和背景幕布,蜘蛛侠主题生日派对个性化金色套装 - 1 件装饰品和背景幕布,12.14,https://cf.shopee.com.br/file/sg-11134201-825aj-ms1fclq7553bdf,http://shopee.com.br/product/428466817/23928103415,派对用品,背景幕布和横幅,,IVCN2026091815769,193952371715,相似款：https://detail.1688.com/offer/646857023205.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17799489747926542e0d8c&token=wwkli8SAQN8Rvp45LaBwZ7oSSB3Jg7uM9TOx61hPpCpRJBN6RDbJ2ptWbyCyxCe4,P1,高销售优先级,23928103415,12.14,高销售优先级,1,否,是,是
一次性纤细型PP杯，带盖（500个）。采用硬质塑料制成。每盒500套。,磨砂玻璃瓶，带磨砂边，500毫升（16盎司）[500个],135,https://cf.shopee.co.th/file/th-11134207-81ztl-mrb678vxzb4296,http://shopee.co.th/product/376880151/8023044251,派对用品,一次性餐具,,IVCN2026091814395,222441016127,https://detail.1688.com/offer/714515444075.html?kj_agent_plugin=aliprice&fromkv=xytTrace:10,P0,高销售优先级,8023044251,135,高销售优先级,11,否,是,是
400LED智能窗帘灯，可悬挂动态DIY变色壁灯，支持APP/遥控器控制，IP65防护等级,3米*3米 400颗LED灯,50,https://cf.shopee.ph/file/ph-11134207-7rasa-m1wikckjn6imde,http://shopee.ph/product/798180832/28815775656,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091816249,185504666398,https://detail.1688.com/offer/682407605020.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,28815775656,50,高销售优先级,1,否,是,是
派对装饰用LED蝴蝶 - 生日背景幕布 - 不可移动，无支架。,25x30，暖白,92,https://cf.shopee.com.br/file/br-11134207-81z1k-mg4iutbpkz5z2a,http://shopee.com.br/product/608527296/20099908104,派对用品,其他的,,IVCN2026091814929,228793261415,https://detail.1688.com/offer/992193383175.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=3da969ccc2414a43ab8acb66ac0ce2b8&sessionid=b65e7d52957bfc5a21bb5eba279ffd7a,P0,高销售优先级,20099908104,92,高销售优先级,2,否,是,是
超亮LED菜单牌，角度和高度可调节。铝合金框架。适用于咖啡馆、菜单牌和发光标牌。,40x60厘米升级版,60.16,https://cf.shopee.co.th/file/th-11134207-81zte-mj9ioraubc3od8,http://shopee.co.th/product/1223262193/25172083780,灯光,应急及标识照明,指示牌/灯箱招牌/标识,IVCN2026091815921,365417295283,https://detail.1688.com/offer/752066811895.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b51056217847184767336139e0d4d&token=WXSXK%2FT%2FIZzCYEr%2B4E7v0iwzfLuAbNnyLlqLhrTNgwv5wSn2eOvJDD54lVT2C3PL,P0,高销售优先级,25172083780,60.16,高销售优先级,1,否,是,是
MOJIKO J型抱枕：一款J形抱枕，造型独特的侧枕！柔软舒适，抱起来很舒服。,01-A 露台,15,https://cf.shopee.co.th/file/th-11134207-7rasb-m5be39hp062eb2,http://shopee.co.th/product/264158546/29474238186,寝具,支撑,,IVCN2026091816337,49863851288,相似款：https://detail.1688.com/offer/833062776122.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i17&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,29474238186,15,高销售优先级,1,否,是,是
5个装可充电LED灯泡，50瓦，E27灯头，3种模式，续航长达6小时，适用于应急、露营、家庭使用。,黑色|||橙色|50瓦,74,https://cf.shopee.com.br/file/br-11134207-820lu-mmr8yqqcm1a83b,http://shopee.com.br/product/1616543158/58258324122,灯光,户外出行灯,头灯/手电筒/电棒灯/便携灯/露营灯/应急灯,IVCN2026091816865,189620351426,相似款：https://detail.1688.com/offer/837733632258.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,58258324122,74,高销售优先级,1,否,是,是
独立日装饰气球主题，马来西亚第68个国庆日色彩装饰,5英寸混合装 - 40个,1.7,https://cf.shopee.com.my/file/my-11134207-7r98x-lzu1egyoj59l2e,http://shopee.com.my/product/2014840/7260946884,派对用品,气球,,IVCN2026091814363,241540370582,https://detail.1688.com/offer/743580178819.html?spm=a26352.13672862.offerlist.12.1fc21dbcwU03DO&cosite=-&tracelog=p4p&_p_isad=1&clickid=2adda82f952b48d4af5cce4d6768a25f&sessionid=7f72d99661371f2f4919c8f5b9f05ac1,P0,高销售优先级,7260946884,1.7,高销售优先级,2,否,是,是
100个5/10/12号标准尺寸气球，普通乳胶材质，适合生日、婚礼、派对装饰。,宝蓝色，100片标准10英寸,4,https://cf.shopee.ph/file/ph-11134207-7qul5-lk469k1utht819,http://shopee.ph/product/432270796/19482656446,派对用品,气球,,IVCN2026091814875,184487015103,https://detail.1688.com/offer/754208053214.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,高销售优先级,19482656446,4,高销售优先级,2,否,是,是
12英寸户外节日气球（100个）,白色的,6.4,https://cf.shopee.ph/file/ph-11134207-7rasg-ma484jc3sfn7a3,http://shopee.ph/product/319243726/43851953781,派对用品,气球,,IVCN2026091816579,270160544615,相似款：https://detail.1688.com/offer/942436550800.html?spm=a26352.b28411319.offerlist.207.eb0a1e62pXNJ6W&cosite=-&tracelog=p4p&_p_isad=1&clickid=e044c24bf74e45daa170c70fd5c9572c&sessionid=N2XCct86ycciwFPZsTBy73ZF8bnR258cHTB1754035439673,P1,高销售优先级,43851953781,6.4,高销售优先级,1,否,是,是
一套三条定制沙滩巾——风格、信仰和满满的爱融入每一个细节💖,一套三条定制沙滩巾——风格、信仰和满满的爱融入每一个细节💖,49.5,https://cf.shopee.com.br/file/br-11134207-81z1k-mgnj3l8uuuitd1,http://shopee.com.br/product/1172478781/22694708735,派对用品,背景幕布和横幅,,IVCN2026091815353,228795483979,相似款：https://detail.1688.com/offer/736887731886.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517701715130835378e0fa7&token=vSY9iq4kbdEoUk8vsXS6Jaf%2FFLkcVnQkO3ibTLufv6mFSjonD5%2FDD3BMr853142H,P1,高销售优先级,22694708735,49.5,高销售优先级,1,否,是,是
户外灯串，长100米，含100个15瓦白炽灯泡。,透明球 110伏,190,https://cf.shopee.com.br/file/br-11134207-81z1k-mfdycdtdbv9h1e,http://shopee.com.br/product/1173586547/22992820605,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091815459,189592426767,相似款：https://detail.1688.com/offer/945739931728.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i48&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,22992820605,190,高销售优先级,2,否,是,是
落地灯 1.7米 拱形落地吊灯 金属材质 适用于客厅 卧室 办公室 黑色或白色 (1013),所以,77.32,https://cf.shopee.com.br/file/br-11134207-81z1k-mg5mqjp2nyf4e5,http://shopee.com.br/product/626871159/21599899635,灯光,室内移动照明,台灯/落地灯/夹子灯/学习灯/小夜灯,IVCN2026091815097,159787605980,https://detail.1688.com/offer/911717046163.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,21599899635,77.32,高销售优先级,2,否,是,是
300000W 买一送二 太阳能户外防水灯 花园灯 自动照明带遥控器,🔥100000W-买一送一,153.9,https://cf.shopee.com.my/file/my-11134207-820lb-mqshwpmeygw36b,http://shopee.com.my/product/860224769/50056463617,灯光,太阳能灯,太阳能投光灯,IVCN2026091816665,310582492579,相似款：https://detail.1688.com/offer/997886897517.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417847901791273853e0fc3&token=%2Fy3Dt3AXUTuDjkZmV4A1z%2B5SOHn7yOnMUW8NQbQUgmrVsNK5ebA0zkRo8aXOT4xQ,P1,高销售优先级,50056463617,153.9,高销售优先级,1,否,是,是
220V 柔性霓虹LED灯 DIY RGB LED字母灯条 卧室装饰 IP65,220V RGB，10米+开关插头,38,https://cf.shopee.co.th/file/cn-11134207-7ras8-m55hg50ffvej53,http://shopee.co.th/product/1401599938/28273668486,灯光,装饰圆形灯,灯串/灯带/窗帘灯/装饰灯/舞台,IVCN2026091816205,227280310725,https://detail.1688.com/offer/1048342924959.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i18&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,高销售优先级,28273668486,38,高销售优先级,1,否,是,是
16盎司PET材质纸杯，杯口直径98毫米，光滑透明，KK品牌。500个/包（半箱）和1000个/包（整箱）出售。提供空杯和带盖两种规格。,每盒1000张,125.81,https://cf.shopee.co.th/file/th-11134207-7r98t-lo20s8z5i6282d,http://shopee.co.th/product/65789173/22586311740,派对用品,一次性餐具,,IVCN2026091815323,214747025709,相似款：https://detail.1688.com/offer/904549494716.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P1,高销售优先级,22586311740,125.81,高销售优先级,2,否,是,是
STARS Duvet Insert/Hotel Comforter Insert/Quilt Insert/Hotel Blanket Queen/Selimut Hotel Queen/棉被/被芯,仅含羽绒被芯，皇后尺寸,67.26,https://cf.shopee.com.my/file/my-11134207-7rasj-m8gcar2qldf86d,http://shopee.com.my/product/496951381/13221714274,寝具,毛毯、被子和棉被,,IVCN2026091814565,237574103802,相似款：https://detail.1688.com/offer/36488671004.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,高销售优先级,13221714274,67.26,高销售优先级,1,否,是,是
